"","ensemblID","reactomeID","pwDesc"
"6890","ENSGALP00000037707","R-GGA-5653656","Vesicle-mediated transport"
"6891","ENSGALP00000037707","R-GGA-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic"
"6892","ENSGALP00000037707","R-GGA-6811438","Intra-Golgi traffic"
"6893","ENSGALP00000037707","R-GGA-446203","Asparagine N-linked glycosylation"
"6894","ENSGALP00000037707","R-GGA-948021","Transport to the Golgi and subsequent modification"
"6895","ENSGALP00000037707","R-GGA-199977","ER to Golgi Anterograde Transport"
"6896","ENSGALP00000037814","R-GGA-3000157","Laminin interactions"
"6897","ENSGALP00000037814","R-GGA-446728","Cell junction organization"
"6898","ENSGALP00000037814","R-GGA-446107","Type I hemidesmosome assembly"
"6899","ENSGALP00000037814","R-GGA-1474244","Extracellular matrix organization"
"6900","ENSGALP00000037814","R-GGA-202733","Cell surface interactions at the vascular wall"
"6901","ENSGALP00000037814","R-GGA-1500931","Cell-Cell communication"
"6902","ENSGALP00000037814","R-GGA-216083","Integrin cell surface interactions"
"6903","ENSGALP00000037814","R-GGA-109582","Hemostasis"
"6904","ENSGALP00000037814","R-GGA-210991","Basigin interactions"
"6905","ENSGALP00000037906","R-GGA-72737","Cap-dependent Translation Initiation"
"6906","ENSGALP00000037906","R-GGA-392499","Metabolism of proteins"
"6907","ENSGALP00000037906","R-GGA-72766","Translation"
"6908","ENSGALP00000037906","R-GGA-1799339","SRP-dependent cotranslational protein targeting to membrane"
"6909","ENSGALP00000037906","R-GGA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)"
"6910","ENSGALP00000037906","R-GGA-72706","GTP hydrolysis and joining of the 60S ribosomal subunit"
"6911","ENSGALP00000037906","R-GGA-72613","Eukaryotic Translation Initiation"
"6912","ENSGALP00000037906","R-GGA-927802","Nonsense-Mediated Decay (NMD)"
"6913","ENSGALP00000037906","R-GGA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)"
"6914","ENSGALP00000037906","R-GGA-74160","Gene Expression"
"6915","ENSGALP00000038332","R-GGA-1660598","Metabolism"
"6916","ENSGALP00000038332","R-GGA-372442","Lipid metabolism"
"6917","ENSGALP00000038332","R-GGA-433584","Sphingolipid metabolism"
"6918","ENSGALP00000038437","R-GGA-194840","Rho GTPase cycle"
"6919","ENSGALP00000038437","R-GGA-162582","Signal Transduction"
"6920","ENSGALP00000038437","R-GGA-194315","Signaling by Rho GTPases"
"6921","ENSGALP00000038637","R-GGA-389887","Beta-oxidation of pristanoyl-CoA"
"6922","ENSGALP00000038637","R-GGA-1430728","Metabolism"
"6923","ENSGALP00000038637","R-GGA-556833","Metabolism of lipids and lipoproteins"
"6924","ENSGALP00000038637","R-GGA-390918","Peroxisomal lipid metabolism"
"6925","ENSGALP00000038876","R-GGA-6791226","Major pathway of rRNA processing in the nucleolus"
"6926","ENSGALP00000038876","R-GGA-72312","rRNA processing"
"6927","ENSGALP00000038876","R-GGA-74160","Gene Expression"
"6928","ENSGALP00000039457","R-GGA-71387","Metabolism of carbohydrates"
"6929","ENSGALP00000039457","R-GGA-2022928","HS-GAG biosynthesis"
"6930","ENSGALP00000039457","R-GGA-1430728","Metabolism"
"6931","ENSGALP00000039457","R-GGA-1638091","Heparan sulfate/heparin (HS-GAG) metabolism"
"6932","ENSGALP00000039457","R-GGA-1630316","Glycosaminoglycan metabolism"
"6933","ENSGALP00000040685","R-GGA-392499","Metabolism of proteins"
"6934","ENSGALP00000040685","R-GGA-381426","Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)"
"6935","ENSGALP00000041541","R-GGA-428157","Sphingolipid metabolism"
"6936","ENSGALP00000041541","R-GGA-1660662","Glycosphingolipid metabolism"
"6937","ENSGALP00000041541","R-GGA-1430728","Metabolism"
"6938","ENSGALP00000041541","R-GGA-556833","Metabolism of lipids and lipoproteins"
"6939","ENSGALP00000042846","R-GGA-375280","Amine ligand-binding receptors"
"6940","ENSGALP00000042846","R-GGA-388396","GPCR downstream signaling"
"6941","ENSGALP00000042846","R-GGA-418555","G alpha (s) signalling events"
"6942","ENSGALP00000042846","R-GGA-373076","Class A/1 (Rhodopsin-like receptors)"
"6943","ENSGALP00000042846","R-GGA-390666","Serotonin receptors"
"6944","ENSGALP00000042846","R-GGA-372790","Signaling by GPCR"
"6945","ENSGALP00000042846","R-GGA-500792","GPCR ligand binding"
"6946","ENSGALP00000042846","R-GGA-162582","Signal Transduction"
"6947","ENSGALP00000043083","R-GGA-388396","GPCR downstream signaling"
"6948","ENSGALP00000043083","R-GGA-373076","Class A/1 (Rhodopsin-like receptors)"
"6949","ENSGALP00000043083","R-GGA-881907","Gastrin-CREB signalling pathway via PKC and MAPK"
"6950","ENSGALP00000043083","R-GGA-372790","Signaling by GPCR"
"6951","ENSGALP00000043083","R-GGA-500792","GPCR ligand binding"
"6952","ENSGALP00000043083","R-GGA-375276","Peptide ligand-binding receptors"
"6953","ENSGALP00000043083","R-GGA-162582","Signal Transduction"
"6954","ENSGALP00000043083","R-GGA-416476","G alpha (q) signalling events"
"6955","ENSGALP00000043083","R-GGA-416476","G alpha (q) signalling events"
"6956","ENSGALP00000043137","R-GGA-1430728","Metabolism"
"6957","ENSGALP00000043137","R-GGA-1475029","Reversible hydration of carbon dioxide"
"6958","ENSGALT00000028883","R-GGA-418124","Telomere maintenance"
"6959","ENSGALT00000028883","R-GGA-417076","Assembly of telomerase and telomere extension"
"6960","ENSGALT00000028883","R-GGA-1670466","DNA replication and repair"
"6961","ENSMUSG00000000942","R-MMU-1266738","Developmental Biology"
"6962","ENSMUSG00000000942","R-MMU-5619507","Activation of HOX genes during differentiation"
"6963","ENSMUSG00000000942","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"6964","ENSMUSG00000014704","R-MMU-1266738","Developmental Biology"
"6965","ENSMUSG00000014704","R-MMU-5619507","Activation of HOX genes during differentiation"
"6966","ENSMUSG00000014704","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"6967","ENSMUSG00000015437","R-MMU-157118","Signaling by NOTCH"
"6968","ENSMUSG00000015437","R-MMU-2197563","NOTCH2 intracellular domain regulates transcription"
"6969","ENSMUSG00000015437","R-MMU-162582","Signal Transduction"
"6970","ENSMUSG00000015437","R-MMU-1980145","Signaling by NOTCH2"
"6971","ENSMUSG00000018973","R-MMU-1266738","Developmental Biology"
"6972","ENSMUSG00000018973","R-MMU-5619507","Activation of HOX genes during differentiation"
"6973","ENSMUSG00000018973","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"6974","ENSMUSG00000019789","R-MMU-2122947","NOTCH1 Intracellular Domain Regulates Transcription"
"6975","ENSMUSG00000019789","R-MMU-157118","Signaling by NOTCH"
"6976","ENSMUSG00000019789","R-MMU-162582","Signal Transduction"
"6977","ENSMUSG00000019789","R-MMU-1980143","Signaling by NOTCH1"
"6978","ENSMUSG00000020038","R-MMU-508751","Circadian Clock"
"6979","ENSMUSG00000020038","R-MMU-1368108","BMAL1:CLOCK"
"6980","ENSMUSG00000020038","R-MMU-5334727","Mus musculus biological processes"
"6981","ENSMUSG00000020038","R-MMU-1368110","Bmal1:Clock"
"6982","ENSMUSG00000020038","R-MMU-400253","Circadian Clock"
"6983","ENSMUSG00000020538","R-MMU-1368082","RORA activates gene expression"
"6984","ENSMUSG00000020538","R-MMU-508751","Circadian Clock"
"6985","ENSMUSG00000020538","R-MMU-1368092","Rora activates gene expression"
"6986","ENSMUSG00000020538","R-MMU-5334727","Mus musculus biological processes"
"6987","ENSMUSG00000020538","R-MMU-400253","Circadian Clock"
"6988","ENSMUSG00000020572","R-MMU-508751","Circadian Clock"
"6989","ENSMUSG00000020572","R-MMU-1368108","BMAL1:CLOCK"
"6990","ENSMUSG00000020572","R-MMU-5334727","Mus musculus biological processes"
"6991","ENSMUSG00000020572","R-MMU-1368110","Bmal1:Clock"
"6992","ENSMUSG00000020572","R-MMU-400253","Circadian Clock"
"6993","ENSMUSG00000020889","R-MMU-1368082","RORA activates gene expression"
"6994","ENSMUSG00000020889","R-MMU-508751","Circadian Clock"
"6995","ENSMUSG00000020889","R-MMU-5667092","Nr1d1 (Rev-erba) represses gene expression"
"6996","ENSMUSG00000020889","R-MMU-1368108","BMAL1:CLOCK"
"6997","ENSMUSG00000020889","R-MMU-1368092","Rora activates gene expression"
"6998","ENSMUSG00000020889","R-MMU-5334727","Mus musculus biological processes"
"6999","ENSMUSG00000020889","R-MMU-1368110","Bmal1:Clock"
"7000","ENSMUSG00000020889","R-MMU-400253","Circadian Clock"
"7001","ENSMUSG00000020893","R-MMU-508751","Circadian Clock"
"7002","ENSMUSG00000020893","R-MMU-1368108","BMAL1:CLOCK"
"7003","ENSMUSG00000020893","R-MMU-5334727","Mus musculus biological processes"
"7004","ENSMUSG00000020893","R-MMU-1368110","Bmal1:Clock"
"7005","ENSMUSG00000020893","R-MMU-400253","Circadian Clock"
"7006","ENSMUSG00000022383","R-MMU-1989781","PPARA activates gene expression"
"7007","ENSMUSG00000022383","R-MMU-508751","Circadian Clock"
"7008","ENSMUSG00000022383","R-MMU-556833","Metabolism of lipids and lipoproteins"
"7009","ENSMUSG00000022383","R-MMU-535734","Fatty acid"
"7010","ENSMUSG00000022383","R-MMU-400206","Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"
"7011","ENSMUSG00000022383","R-MMU-1368108","BMAL1:CLOCK"
"7012","ENSMUSG00000022383","R-MMU-5334727","Mus musculus biological processes"
"7013","ENSMUSG00000022383","R-MMU-1368110","Bmal1:Clock"
"7014","ENSMUSG00000022383","R-MMU-1430728","Metabolism"
"7015","ENSMUSG00000022383","R-MMU-400253","Circadian Clock"
"7016","ENSMUSG00000022528","R-MMU-157118","Signaling by NOTCH"
"7017","ENSMUSG00000022528","R-MMU-2197563","NOTCH2 intracellular domain regulates transcription"
"7018","ENSMUSG00000022528","R-MMU-162582","Signal Transduction"
"7019","ENSMUSG00000022528","R-MMU-1980145","Signaling by NOTCH2"
"7020","ENSMUSG00000024900","R-MMU-1368082","RORA activates gene expression"
"7021","ENSMUSG00000024900","R-MMU-508751","Circadian Clock"
"7022","ENSMUSG00000024900","R-MMU-1368092","Rora activates gene expression"
"7023","ENSMUSG00000024900","R-MMU-5334727","Mus musculus biological processes"
"7024","ENSMUSG00000024900","R-MMU-400253","Circadian Clock"
"7025","ENSMUSG00000024978","R-MMU-556833","Metabolism of lipids and lipoproteins"
"7026","ENSMUSG00000024978","R-MMU-1655829","Regulation of cholesterol biosynthesis by SREBP (SREBF)"
"7027","ENSMUSG00000024978","R-MMU-1430728","Metabolism"
"7028","ENSMUSG00000024978","R-MMU-2426168","Activation of gene expression by SREBF (SREBP)"
"7029","ENSMUSG00000026077","R-MMU-1368082","RORA activates gene expression"
"7030","ENSMUSG00000026077","R-MMU-508751","Circadian Clock"
"7031","ENSMUSG00000026077","R-MMU-5667092","Nr1d1 (Rev-erba) represses gene expression"
"7032","ENSMUSG00000026077","R-MMU-1368092","Rora activates gene expression"
"7033","ENSMUSG00000026077","R-MMU-5334727","Mus musculus biological processes"
"7034","ENSMUSG00000026077","R-MMU-400253","Circadian Clock"
"7035","ENSMUSG00000026923","R-MMU-157118","Signaling by NOTCH"
"7036","ENSMUSG00000026923","R-MMU-162582","Signal Transduction"
"7037","ENSMUSG00000026923","R-MMU-1912422","Pre-NOTCH Expression and Processing"
"7038","ENSMUSG00000026923","R-MMU-1912408","Pre-NOTCH Transcription and Translation"
"7039","ENSMUSG00000029167","R-MMU-508751","Circadian Clock"
"7040","ENSMUSG00000029167","R-MMU-5667092","Nr1d1 (Rev-erba) represses gene expression"
"7041","ENSMUSG00000029167","R-MMU-5334727","Mus musculus biological processes"
"7042","ENSMUSG00000029238","R-MMU-508751","Circadian Clock"
"7043","ENSMUSG00000029238","R-MMU-5667092","Nr1d1 (Rev-erba) represses gene expression"
"7044","ENSMUSG00000029238","R-MMU-1368092","Rora activates gene expression"
"7045","ENSMUSG00000029238","R-MMU-5334727","Mus musculus biological processes"
"7046","ENSMUSG00000029238","R-MMU-400253","Circadian Clock"
"7047","ENSMUSG00000029844","R-MMU-1266738","Developmental Biology"
"7048","ENSMUSG00000029844","R-MMU-5619507","Activation of HOX genes during differentiation"
"7049","ENSMUSG00000029844","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"7050","ENSMUSG00000030103","R-MMU-508751","Circadian Clock"
"7051","ENSMUSG00000030103","R-MMU-1368108","BMAL1:CLOCK"
"7052","ENSMUSG00000030103","R-MMU-5334727","Mus musculus biological processes"
"7053","ENSMUSG00000030103","R-MMU-1368110","Bmal1:Clock"
"7054","ENSMUSG00000030103","R-MMU-400253","Circadian Clock"
"7055","ENSMUSG00000030256","R-MMU-508751","Circadian Clock"
"7056","ENSMUSG00000030256","R-MMU-1368108","BMAL1:CLOCK"
"7057","ENSMUSG00000030256","R-MMU-5334727","Mus musculus biological processes"
"7058","ENSMUSG00000030256","R-MMU-1368110","Bmal1:Clock"
"7059","ENSMUSG00000030256","R-MMU-400253","Circadian Clock"
"7060","ENSMUSG00000030849","R-MMU-1839126","FGFR2 mutant receptor activation"
"7061","ENSMUSG00000030849","R-MMU-8851708","Signaling by FGFR2 IIIa TM"
"7062","ENSMUSG00000030849","R-MMU-1643685","Disease"
"7063","ENSMUSG00000030849","R-MMU-1226099","Signaling by FGFR in disease"
"7064","ENSMUSG00000030849","R-MMU-5663202","Diseases of signal transduction"
"7065","ENSMUSG00000030849","R-MMU-5655253","Signaling by FGFR2 in disease"
"7066","ENSMUSG00000031443","R-MMU-508751","Circadian Clock"
"7067","ENSMUSG00000031443","R-MMU-1368108","BMAL1:CLOCK"
"7068","ENSMUSG00000031443","R-MMU-5334727","Mus musculus biological processes"
"7069","ENSMUSG00000031443","R-MMU-1368110","Bmal1:Clock"
"7070","ENSMUSG00000031443","R-MMU-400253","Circadian Clock"
"7071","ENSMUSG00000032238","R-MMU-508751","Circadian Clock"
"7072","ENSMUSG00000032238","R-MMU-1368108","BMAL1:CLOCK"
"7073","ENSMUSG00000032238","R-MMU-5334727","Mus musculus biological processes"
"7074","ENSMUSG00000032238","R-MMU-1368110","Bmal1:Clock"
"7075","ENSMUSG00000032238","R-MMU-400253","Circadian Clock"
"7076","ENSMUSG00000032744","R-MMU-2122947","NOTCH1 Intracellular Domain Regulates Transcription"
"7077","ENSMUSG00000032744","R-MMU-157118","Signaling by NOTCH"
"7078","ENSMUSG00000032744","R-MMU-162582","Signal Transduction"
"7079","ENSMUSG00000032744","R-MMU-1980143","Signaling by NOTCH1"
"7080","ENSMUSG00000037727","R-MMU-508751","Circadian Clock"
"7081","ENSMUSG00000037727","R-MMU-1368108","BMAL1:CLOCK"
"7082","ENSMUSG00000037727","R-MMU-5334727","Mus musculus biological processes"
"7083","ENSMUSG00000037727","R-MMU-1368110","Bmal1:Clock"
"7084","ENSMUSG00000037727","R-MMU-400253","Circadian Clock"
"7085","ENSMUSG00000038692","R-MMU-1266738","Developmental Biology"
"7086","ENSMUSG00000038692","R-MMU-5619507","Activation of HOX genes during differentiation"
"7087","ENSMUSG00000038692","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"7088","ENSMUSG00000038754","R-MMU-508751","Circadian Clock"
"7089","ENSMUSG00000038754","R-MMU-5667092","Nr1d1 (Rev-erba) represses gene expression"
"7090","ENSMUSG00000038754","R-MMU-5334727","Mus musculus biological processes"
"7091","ENSMUSG00000038754","R-MMU-400253","Circadian Clock"
"7092","ENSMUSG00000038754","R-MMU-1368071","NR1D1 (REV-ERBA) represses gene expression"
"7093","ENSMUSG00000040289","R-MMU-2122947","NOTCH1 Intracellular Domain Regulates Transcription"
"7094","ENSMUSG00000040289","R-MMU-157118","Signaling by NOTCH"
"7095","ENSMUSG00000040289","R-MMU-162582","Signal Transduction"
"7096","ENSMUSG00000040289","R-MMU-1980143","Signaling by NOTCH1"
"7097","ENSMUSG00000041220","R-MMU-556833","Metabolism of lipids and lipoproteins"
"7098","ENSMUSG00000041220","R-MMU-1655829","Regulation of cholesterol biosynthesis by SREBP (SREBF)"
"7099","ENSMUSG00000041220","R-MMU-1430728","Metabolism"
"7100","ENSMUSG00000041220","R-MMU-2426168","Activation of gene expression by SREBF (SREBP)"
"7101","ENSMUSG00000042448","R-MMU-1266738","Developmental Biology"
"7102","ENSMUSG00000042448","R-MMU-5619507","Activation of HOX genes during differentiation"
"7103","ENSMUSG00000042448","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"7104","ENSMUSG00000048001","R-MMU-157118","Signaling by NOTCH"
"7105","ENSMUSG00000048001","R-MMU-2197563","NOTCH2 intracellular domain regulates transcription"
"7106","ENSMUSG00000048001","R-MMU-162582","Signal Transduction"
"7107","ENSMUSG00000048001","R-MMU-1980145","Signaling by NOTCH2"
"7108","ENSMUSG00000048763","R-MMU-1266738","Developmental Biology"
"7109","ENSMUSG00000048763","R-MMU-5619507","Activation of HOX genes during differentiation"
"7110","ENSMUSG00000048763","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"7111","ENSMUSG00000055116","R-MMU-1368082","RORA activates gene expression"
"7112","ENSMUSG00000055116","R-MMU-508751","Circadian Clock"
"7113","ENSMUSG00000055116","R-MMU-5667092","Nr1d1 (Rev-erba) represses gene expression"
"7114","ENSMUSG00000055116","R-MMU-1368092","Rora activates gene expression"
"7115","ENSMUSG00000055116","R-MMU-5334727","Mus musculus biological processes"
"7116","ENSMUSG00000055116","R-MMU-400253","Circadian Clock"
"7117","ENSMUSG00000055866","R-MMU-508751","Circadian Clock"
"7118","ENSMUSG00000055866","R-MMU-1368108","BMAL1:CLOCK"
"7119","ENSMUSG00000055866","R-MMU-5334727","Mus musculus biological processes"
"7120","ENSMUSG00000055866","R-MMU-1368110","Bmal1:Clock"
"7121","ENSMUSG00000055866","R-MMU-400253","Circadian Clock"
"7122","ENSMUSG00000059824","R-MMU-508751","Circadian Clock"
"7123","ENSMUSG00000059824","R-MMU-1368108","BMAL1:CLOCK"
"7124","ENSMUSG00000059824","R-MMU-5334727","Mus musculus biological processes"
"7125","ENSMUSG00000059824","R-MMU-1368110","Bmal1:Clock"
"7126","ENSMUSG00000059824","R-MMU-400253","Circadian Clock"
"7127","ENSMUSG00000068742","R-MMU-508751","Circadian Clock"
"7128","ENSMUSG00000068742","R-MMU-1368108","BMAL1:CLOCK"
"7129","ENSMUSG00000068742","R-MMU-5334727","Mus musculus biological processes"
"7130","ENSMUSG00000068742","R-MMU-1368110","Bmal1:Clock"
"7131","ENSMUSG00000068742","R-MMU-400253","Circadian Clock"
"7132","ENSMUSG00000075394","R-MMU-1266738","Developmental Biology"
"7133","ENSMUSG00000075394","R-MMU-5619507","Activation of HOX genes during differentiation"
"7134","ENSMUSG00000075394","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"7135","ENSMUSG00000075588","R-MMU-1266738","Developmental Biology"
"7136","ENSMUSG00000075588","R-MMU-5619507","Activation of HOX genes during differentiation"
"7137","ENSMUSG00000075588","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"7138","ENSMUSG00000079277","R-MMU-1266738","Developmental Biology"
"7139","ENSMUSG00000079277","R-MMU-5619507","Activation of HOX genes during differentiation"
"7140","ENSMUSG00000079277","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"7141","ENSMUSG00000079560","R-MMU-1266738","Developmental Biology"
"7142","ENSMUSG00000079560","R-MMU-5619507","Activation of HOX genes during differentiation"
"7143","ENSMUSG00000079560","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"7144","ENSMUSG00000101174","R-MMU-1266738","Developmental Biology"
"7145","ENSMUSG00000101174","R-MMU-5619507","Activation of HOX genes during differentiation"
"7146","ENSMUSG00000101174","R-MMU-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"7147","ENSMUSP00000000312","R-MMU-109581","Apoptosis"
"7148","ENSMUSP00000000312","R-MMU-5357801","Programmed Cell Death"
"7149","ENSMUSP00000000312","R-MMU-194315","Signaling by Rho GTPases"
"7150","ENSMUSP00000000312","R-MMU-195258","RHO GTPase Effectors"
"7151","ENSMUSP00000000312","R-MMU-111465","Apoptotic cleavage of cellular proteins"
"7152","ENSMUSP00000000312","R-MMU-216083","Integrin cell surface interactions"
"7153","ENSMUSP00000000312","R-MMU-351906","Apoptotic cleavage of cell adhesion  proteins"
"7154","ENSMUSP00000000312","R-MMU-1500931","Cell-Cell communication"
"7155","ENSMUSP00000000312","R-MMU-5626467","RHO GTPases activate IQGAPs"
"7156","ENSMUSP00000000312","R-MMU-446728","Cell junction organization"
"7157","ENSMUSP00000000312","R-MMU-418990","Adherens junctions interactions"
"7158","ENSMUSP00000000312","R-MMU-1474244","Extracellular matrix organization"
"7159","ENSMUSP00000000312","R-MMU-421270","Cell-cell junction organization"
"7160","ENSMUSP00000000312","R-MMU-162582","Signal Transduction"
"7161","ENSMUSP00000000312","R-MMU-75153","Apoptotic execution  phase"
"7162","ENSMUSP00000000312","R-MMU-1474228","Degradation of the extracellular matrix"
"7163","ENSMUSP00000000500","R-MMU-177929","Signaling by EGFR"
"7164","ENSMUSP00000000500","R-MMU-5654712","FRS-mediated FGFR4 signaling"
"7165","ENSMUSP00000000500","R-MMU-2404192","Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"
"7166","ENSMUSP00000000500","R-MMU-422475","Axon guidance"
"7167","ENSMUSP00000000500","R-MMU-74751","Insulin receptor signalling cascade"
"7168","ENSMUSP00000000500","R-MMU-451927","Interleukin-2 signaling"
"7169","ENSMUSP00000000500","R-MMU-1236394","Signaling by ERBB4"
"7170","ENSMUSP00000000500","R-MMU-5683057","MAPK family signaling cascades"
"7171","ENSMUSP00000000500","R-MMU-5654708","Downstream signaling of activated FGFR3"
"7172","ENSMUSP00000000500","R-MMU-5654736","Signaling by FGFR1"
"7173","ENSMUSP00000000500","R-MMU-5654706","FRS-mediated FGFR3 signaling"
"7174","ENSMUSP00000000500","R-MMU-1280215","Cytokine Signaling in Immune system"
"7175","ENSMUSP00000000500","R-MMU-912526","Interleukin receptor SHC signaling"
"7176","ENSMUSP00000000500","R-MMU-1257604","PIP3 activates AKT signaling"
"7177","ENSMUSP00000000500","R-MMU-512988","Interleukin-3"
"7178","ENSMUSP00000000500","R-MMU-5654695","PI-3K cascade:FGFR2"
"7179","ENSMUSP00000000500","R-MMU-167044","Signalling to RAS"
"7180","ENSMUSP00000000500","R-MMU-114608","Platelet degranulation "
"7181","ENSMUSP00000000500","R-MMU-194138","Signaling by VEGF"
"7182","ENSMUSP00000000500","R-MMU-2730905","Role of LAT2/NTAL/LAB on calcium mobilization"
"7183","ENSMUSP00000000500","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"7184","ENSMUSP00000000500","R-MMU-5654716","Downstream signaling of activated FGFR4"
"7185","ENSMUSP00000000500","R-MMU-5218921","VEGFR2 mediated cell proliferation"
"7186","ENSMUSP00000000500","R-MMU-912526","Interleukin receptor SHC signaling"
"7187","ENSMUSP00000000500","R-MMU-2871796","FCERI mediated MAPK activation"
"7188","ENSMUSP00000000500","R-MMU-187706","Signalling to p38 via RIT and RIN"
"7189","ENSMUSP00000000500","R-MMU-198203","PI3K/AKT activation"
"7190","ENSMUSP00000000500","R-MMU-5654696","Downstream signaling of activated FGFR2"
"7191","ENSMUSP00000000500","R-MMU-5654700","FRS-mediated FGFR2 signaling"
"7192","ENSMUSP00000000500","R-MMU-1266738","Developmental Biology"
"7193","ENSMUSP00000000500","R-MMU-372790","Signaling by GPCR"
"7194","ENSMUSP00000000500","R-MMU-76005","Response to elevated platelet cytosolic Ca2+"
"7195","ENSMUSP00000000500","R-MMU-5654693","FRS-mediated FGFR1 signaling"
"7196","ENSMUSP00000000500","R-MMU-1280218","Adaptive Immune System"
"7197","ENSMUSP00000000500","R-MMU-5654741","Signaling by FGFR3"
"7198","ENSMUSP00000000500","R-MMU-2424491","DAP12 signaling"
"7199","ENSMUSP00000000500","R-MMU-5654687","Downstream signaling of activated FGFR1"
"7200","ENSMUSP00000000500","R-MMU-449147","Signaling by Interleukins"
"7201","ENSMUSP00000000500","R-MMU-1250342","PI3K events in ERBB4 signaling"
"7202","ENSMUSP00000000500","R-MMU-881907","Gastrin-CREB signalling pathway via PKC and MAPK"
"7203","ENSMUSP00000000500","R-MMU-166520","Signalling by NGF"
"7204","ENSMUSP00000000500","R-MMU-162582","Signal Transduction"
"7205","ENSMUSP00000000500","R-MMU-74752","Signaling by Insulin receptor"
"7206","ENSMUSP00000000500","R-MMU-112399","IRS-mediated signalling"
"7207","ENSMUSP00000000500","R-MMU-112412","SOS-mediated signalling"
"7208","ENSMUSP00000000500","R-MMU-6811558","PI5P"
"7209","ENSMUSP00000000500","R-MMU-112412","SOS-mediated signalling"
"7210","ENSMUSP00000000500","R-MMU-112399","IRS-mediated signalling"
"7211","ENSMUSP00000000500","R-MMU-2428928","IRS-related events triggered by IGF1R"
"7212","ENSMUSP00000000500","R-MMU-5654710","PI-3K cascade:FGFR3"
"7213","ENSMUSP00000000500","R-MMU-2428924","IGF1R signaling cascade"
"7214","ENSMUSP00000000500","R-MMU-5673001","RAF/MAP kinase cascade"
"7215","ENSMUSP00000000500","R-MMU-5654720","PI-3K cascade:FGFR4"
"7216","ENSMUSP00000000500","R-MMU-4420097","VEGFA-VEGFR2 Pathway"
"7217","ENSMUSP00000000500","R-MMU-170984","ARMS-mediated activation"
"7218","ENSMUSP00000000500","R-MMU-2172127","DAP12 interactions"
"7219","ENSMUSP00000000500","R-MMU-3000171","Non-integrin membrane-ECM interactions"
"7220","ENSMUSP00000000500","R-MMU-169893","Prolonged ERK activation events"
"7221","ENSMUSP00000000500","R-MMU-109582","Hemostasis"
"7222","ENSMUSP00000000500","R-MMU-375165","NCAM signaling for neurite out-growth"
"7223","ENSMUSP00000000500","R-MMU-187687","Signalling to ERKs"
"7224","ENSMUSP00000000500","R-MMU-199418","Negative regulation of the PI3K/AKT network"
"7225","ENSMUSP00000000500","R-MMU-983705","Signaling by the B Cell Receptor (BCR)"
"7226","ENSMUSP00000000500","R-MMU-5654738","Signaling by FGFR2"
"7227","ENSMUSP00000000500","R-MMU-2586552","Signaling by Leptin"
"7228","ENSMUSP00000000500","R-MMU-187037","NGF signalling via TRKA from the plasma membrane"
"7229","ENSMUSP00000000500","R-MMU-1250347","SHC1 events in ERBB4 signaling"
"7230","ENSMUSP00000000500","R-MMU-186763","Downstream signal transduction"
"7231","ENSMUSP00000000500","R-MMU-170968","Frs2-mediated activation"
"7232","ENSMUSP00000000500","R-MMU-186797","Signaling by PDGF"
"7233","ENSMUSP00000000500","R-MMU-179812","GRB2 events in EGFR signaling"
"7234","ENSMUSP00000000500","R-MMU-5654743","Signaling by FGFR4"
"7235","ENSMUSP00000000500","R-MMU-180292","GAB1 signalosome"
"7236","ENSMUSP00000000500","R-MMU-168249","Innate Immune System"
"7237","ENSMUSP00000000500","R-MMU-168256","Immune System"
"7238","ENSMUSP00000000500","R-MMU-180336","SHC1 events in EGFR signaling"
"7239","ENSMUSP00000000500","R-MMU-1168372","Downstream signaling events of B Cell Receptor (BCR)"
"7240","ENSMUSP00000000500","R-MMU-5684996","MAPK1/MAPK3 signaling"
"7241","ENSMUSP00000000500","R-MMU-76002","Platelet activation"
"7242","ENSMUSP00000000500","R-MMU-1433557","Signaling by SCF-KIT"
"7243","ENSMUSP00000000500","R-MMU-1474244","Extracellular matrix organization"
